Join Year,Organization,Title,Address,City,State,ZipPostal,CountryOverride,Locale,Phone,URL,Latitude,Longitude,PartnerTypes,NewUntil,Created,Updated
2018,Seafood Watch,Red Lobster,455 Gateway Drive,Brooklyn,New York,11239-2806,United States,null,7189642057,https://www.redlobster.com/,40.6509157,-73.8700695,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,655 Jefferson Rd,Rochester,New York,14623-3231,United States,null,(585) 424-2060,https://www.redlobster.com/,43.0864091,-77.6251972,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,4010 Maple Rd,Amherst,New York,14226-1030,United States,null,7168370202,https://www.redlobster.com/,42.9913347,-78.814151,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,1000 Mckinley Mall,Buffalo,New York,14219-2694,United States,null,7168232901,https://www.redlobster.com/,42.7881052,-78.8088409,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,1 Miron Lane,Kingston,New York,12401-1525,United States,null,8453365021,https://www.redlobster.com/,41.9609912,-73.9897521,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,2220 Nesconset Highway,Stony Brook,New York,11790-3508,United States,null,(631) 689-9060,https://www.redlobster.com/,40.873751,-73.1245416,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,1 Nevada Street,Hicksville,New York,11801-1329,United States,null,5168228393,https://www.redlobster.com/,40.7772092,-73.5277092,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,211 Old Country Rd #217,Carle Place,New York,11514-1907,United States,null,5162487411,https://www.redlobster.com/,40.7439942,-73.6134485,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,88-01 Queens Blvd.,Elmhurst,New York,11373-4449,United States,null,7187603050,https://www.redlobster.com/,40.7357181,-73.8744498,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,450 Route 211 E,Middletown,New York,10940-2202,United States,null,8453433228,https://www.redlobster.com/,41.4549524,-74.3819767,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,2255 South Road,Poughkeepsie,New York,12601-5580,United States,null,8454624301,https://www.redlobster.com/,41.643403,-73.9220812,Restaurant Partner,11/15/18 8:00,6/19/18 22:02,6/19/18 23:36
2018,Seafood Watch,Red Lobster,20831 State Route 3,Watertown,New York,13601-2252,United States,null,3157861016,https://www.redlobster.com/,43.9749606,-75.9567111,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,3938 State Route 31,Liverpool,New York,13090-1312,United States,null,3156523964,https://www.redlobster.com/,43.1846623,-76.2394885,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,801 Sunrise Highway,Copiague,New York,11726-1340,United States,null,6318423640,https://www.redlobster.com/,40.6888866,-73.4083522,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,5 Times Square Nyc/5,New York,New York,10036-6527,United States,null,2127306706,https://www.redlobster.com/,40.7557813,-73.9875483,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,7540 Transit Road,Williamsville,New York,14221-6018,United States,null,(716) 634-9195,https://www.redlobster.com/,42.9737129,-78.698335,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,750 Upper Glen Street,Queensbury,New York,12804-2019,United States,null,5187610021,https://www.redlobster.com/,43.329469,-73.6700385,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,1200 Vestal Parkway East,Vestal,New York,13850-1835,United States,null,(607) 754-3787,https://www.redlobster.com/,42.0914559,-76.0298073,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,261 W 125th Street,New York,New York,10027,United States,null,2122801930,https://www.redlobster.com/,40.8101169,-73.9502641,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,1515 W Ridge Rd,Rochester,New York,14615-2417,United States,null,5856638360,https://www.redlobster.com/,43.2049697,-77.668027,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,198 West Route 59,Nanuet,New York,10954-2217,United States,null,8456234800,https://www.redlobster.com/,41.1001568,-74.020189,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:02
2018,Seafood Watch,Red Lobster,606 West Sunrise Hwy.,Valley Stream,New York,11581-1010,United States,null,5168250277,https://www.redlobster.com/,40.6650763,-73.7222717,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,170 Wolf Road,Colonie,New York,12205-1116,United States,null,5184591040,https://www.redlobster.com/,42.7225167,-73.8026257,Restaurant Partner,11/15/18 0:00,6/19/18 22:01,6/19/18 22:01
2018,Seafood Watch,Red Lobster,5135 Xavier Drive,Yonkers,New York,10704-1332,United States,null,9149657190,https://www.redlobster.com/,40.92835,-73.852365,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,304 A Western Blvd.,Jacksonville,North Carolina,28546-6337,United States,null,9103539454,https://www.redlobster.com/,34.7599683,-77.3814736,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,4416 Chapel Hill Blvd,Durham,North Carolina,27707-2509,United States,null,(919) 493-3566,https://www.redlobster.com/,35.9646033,-78.9729645,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,8012 Concord Mills Blvd,Concord,North Carolina,28027-4417,United States,null,7046590566,https://www.redlobster.com/,35.3707988,-80.7157677,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,1145 Glenway Drive,Statesville,North Carolina,28625-9213,United States,null,7048810712,https://www.redlobster.com/,35.809224,-80.8689553,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,1726 Glidewell Dr (Alamance Crossing),Burlington,North Carolina,27215-8245,United States,null,3365849969,https://www.redlobster.com/,36.0688582,-79.5110636,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,9801 Independence Pointe Pkwy,Matthews,North Carolina,28105-2780,United States,null,7047084439,https://www.redlobster.com/,35.133594,-80.7135153,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,533 N Mcpherson Church Rd,Fayetteville,North Carolina,28303-4409,United States,null,9108643113,https://www.redlobster.com/,35.0771397,-78.9552953,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,200 N. New Hope Road,Gastonia,North Carolina,28054-4745,United States,null,7048683884,https://www.redlobster.com/,35.264737,-81.150891,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,1010 N Wesleyan Blvd,Rocky Mount,North Carolina,27804-1813,United States,null,2529372190,https://www.redlobster.com/,35.9709136,-77.810415,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,4408 Old Wake Forest Road,Raleigh,North Carolina,27609-6233,United States,null,9198725608,https://www.redlobster.com/,35.8410614,-78.6105993,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,9415 Pineville-Matthews Road,Pineville,North Carolina,28134-7546,United States,null,7045410021,https://www.redlobster.com/,35.0866345,-80.8769355,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,3501 S Memorial Drive,Greenville,North Carolina,27834-6766,United States,null,2527564000,https://www.redlobster.com/,35.5672497,-77.4023717,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,139 Tunnel Rd,Asheville,North Carolina,28805-1817,United States,null,8283507773,https://www.redlobster.com/,35.591929,-82.5311194,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,1846 Us-70 Se,Hickory,North Carolina,28602-5156,United States,null,8283276113,https://www.redlobster.com/,35.7067817,-81.3073184,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,4415 W. Wendover Ave.,Greensboro,North Carolina,27407-2632,United States,null,3362923527,https://www.redlobster.com/,36.054927,-79.8973609,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,1805 Walnut Street,Cary,North Carolina,27518-9201,United States,null,9198516806,https://www.redlobster.com/,35.760887,-78.743214,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,1690 Westbrook Plaza Drive,Winston Salem,North Carolina,27103-2992,United States,null,3367683110,https://www.redlobster.com/,36.0686709,-80.3060332,Restaurant Partner,11/15/18 8:00,6/19/18 21:59,6/19/18 23:35
2018,Seafood Watch,Red Lobster,4215 13th Ave S,Fargo,North Dakota,58103-3307,United States,null,7012828983,https://www.redlobster.com/,46.8623225,-96.852814,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,2675 32nd Avenue South,Grand Forks,North Dakota,58201-6540,United States,null,7017728770,https://www.redlobster.com/,47.8889836,-97.0662662,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,1130 E Century Ave,Bismarck,North Dakota,58503-0535,United States,null,7012222363,https://www.redlobster.com/,46.8385874,-100.7739365,Restaurant Partner,11/15/18 0:00,6/19/18 21:59,6/19/18 21:59
2018,Seafood Watch,Red Lobster,4600 Belden Village St Nw,Canton,Ohio,44718-2526,United States,null,(330) 492-0458,https://www.redlobster.com/,40.855971,-81.4340146,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,1410 Boardman-Poland Rd,Youngstown,Ohio,44514-1936,United States,null,3307580979,https://www.redlobster.com/,41.0247901,-80.629006,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
2018,Seafood Watch,Red Lobster,25615 Brookpark Rd,North Olmsted,Ohio,44070,United States,null,4408011409,https://www.redlobster.com/,41.418315,-81.904746,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,3805 Burbank Road.,Wooster,Ohio,44691-7210,United States,null,3303454005,https://www.redlobster.com/,40.8461624,-81.9434128,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
2018,Seafood Watch,Red Lobster,320 Cincinnati Mills Drive,Cincinnati,Ohio,45240-1255,United States,null,5136716777,https://www.redlobster.com/,39.3026788,-84.5227614,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,7607 Day Drive,Parma,Ohio,44129-5603,United States,null,(440) 888-0990,https://www.redlobster.com/,41.3799109,-81.7367374,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,1691 Dublin-Granville Rd,Columbus,Ohio,43229-3501,United States,null,6148468951,https://www.redlobster.com/,40.0861996,-82.9728796,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,991 E. Ash Street,Piqua,Ohio,45356-4103,United States,null,9377739845,https://www.redlobster.com/,40.1506452,-84.2233744,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,1520 Georgesville Road,Columbus,Ohio,43228-3616,United States,null,6148701409,https://www.redlobster.com/,39.920151,-83.1252756,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,255 Graff Road Se,New Philadelphia,Ohio,44663-3885,United States,null,3303393535,https://www.redlobster.com/,40.4799389,-81.4445935,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,1090 Graham Road,Cuyahoga Falls,Ohio,44224-2935,United States,null,(330) 929-9129,https://www.redlobster.com/,41.162537,-81.474183,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,2150 Harding Hwy,Lima,Ohio,45804-3422,United States,null,4192299073,https://www.redlobster.com/,40.7303732,-84.065386,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,909 Hebron Road,Heath,Ohio,43056-1182,United States,null,7405224593,https://www.redlobster.com/,40.0268104,-82.447094,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,3901 Medina Road,Akron,Ohio,44333-2444,United States,null,3306660727,https://www.redlobster.com/,41.1364665,-81.6402392,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,6935 Midway Mall,Elyria,Ohio,44035-9000,United States,null,4403242244,https://www.redlobster.com/,41.3982834,-82.1149989,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,4016 Milan Road (Sandusky Mall),Sandusky,Ohio,44870-5830,United States,null,4196251122,https://www.redlobster.com/,41.419834,-82.675004,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:04
2018,Seafood Watch,Red Lobster,6500 Miller Ln,Dayton,Ohio,45414-2669,United States,null,9372642811,https://www.redlobster.com/,39.8425855,-84.1915608,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,4990 Monroe St,Toledo,Ohio,43623-3602,United States,null,(419) 473-3135,https://www.redlobster.com/,41.6983851,-83.6408698,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
2018,Seafood Watch,Red Lobster,8220 Montgomery Road,Cincinnati,Ohio,45236-2226,United States,null,(513) 984-2740,https://www.redlobster.com/,39.205548,-84.366475,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,1318 Mount Vernon Avenue,Marion,Ohio,43302-5627,United States,null,7403891174,https://www.redlobster.com/,40.5813906,-83.094221,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,1079 N. Bridge Street,Chillicothe,Ohio,45601-1706,United States,null,7409010799,https://www.redlobster.com/,39.359103,-82.975693,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,2803 N. Fairfield Road,Beavercreek,Ohio,45431-1778,United States,null,9374291800,https://www.redlobster.com/,39.7714835,-84.0527906,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,3013 N Ridge Rd E,Ashtabula,Ohio,44004-4303,United States,null,4409984944,https://www.redlobster.com/,41.877744,-80.7561251,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,616 Ohio Pike,Cincinnati,Ohio,45245-2141,United States,null,5137523167,https://www.redlobster.com/,39.0661271,-84.2943134,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,3655 Orange Place,Beachwood,Ohio,44122-4401,United States,null,2164644057,https://www.redlobster.com/,41.4595669,-81.4873578,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,1270 Polaris Parkway,Columbus,Ohio,43240-2036,United States,null,6144337175,https://www.redlobster.com/,40.1422367,-82.9854773,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,1422 Reynolds Road,Maumee,Ohio,43537-1626,United States,null,(419) 893-9494,https://www.redlobster.com/,41.5834779,-83.6641406,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/27/18 17:08
2018,Seafood Watch,Red Lobster,7744 Reynolds Rd,Mentor,Ohio,44060-5362,United States,null,4409466677,https://www.redlobster.com/,41.6606692,-81.3790364,Restaurant Partner,11/15/18 8:00,6/19/18 22:03,6/27/18 17:08
2018,Seafood Watch,Red Lobster,1515 River Valley Circle N,Lancaster,Ohio,43130-8400,United States,null,7406819433,https://www.redlobster.com/,39.7324014,-82.6242439,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,2147 S. Hamilton Road,Columbus,Ohio,43232-4112,United States,null,(614) 864-3160,https://www.redlobster.com/,39.9308715,-82.8801713,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,6091 Sawmill Rd,Dublin,Ohio,43017-3633,United States,null,6142100358,https://www.redlobster.com/,40.0902068,-83.0923766,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,17227 Southpark Center,Strongsville,Ohio,44136-9310,United States,null,4405720717,https://www.redlobster.com/,41.3114389,-81.8211126,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
2018,Seafood Watch,Red Lobster,8200 Springboro Pike,Miamisburg,Ohio,45342-3793,United States,null,(937) 433-0940,https://www.redlobster.com/,39.6314322,-84.2250391,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,3564 Springdale Road,Cincinnati,Ohio,45251-1331,United States,null,(513) 385-8151,https://www.redlobster.com/,39.2497737,-84.5959582,Restaurant Partner,11/15/18 0:00,6/19/18 22:02,6/19/18 22:02
2018,Seafood Watch,Red Lobster,2340 Tiffin Avenue,Findlay,Ohio,45840-9507,United States,null,4194255832,https://www.redlobster.com/,41.0559813,-83.5962988,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,50740 Valley Center Blvd,Saint Clairsville,Ohio,43950-1741,United States,null,7406990344,https://www.redlobster.com/,40.1237532,-80.9115639,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,2322 West 4th Street,Mansfield,Ohio,44906-1205,United States,null,(419) 747-4700,https://www.redlobster.com/,40.7743691,-82.5984939,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,1898 W. First Street,Springfield,Ohio,45504-1927,United States,null,9373238051,https://www.redlobster.com/,39.9419756,-83.8394587,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
2018,Seafood Watch,Red Lobster,5701 Youngstown-Warren Rd,Niles,Ohio,44446-4704,United States,null,3305441321,https://www.redlobster.com/,41.2103058,-80.7490697,Restaurant Partner,11/15/18 0:00,6/19/18 22:03,6/19/18 22:03
2018,Seafood Watch,Red Lobster,755 Zane Street,Zanesville,Ohio,43701-3764,United States,null,7404532323,https://www.redlobster.com/,39.9482196,-82.0018054,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
2018,Seafood Watch,Red Lobster,4525 East 51st. Street,Tulsa,Oklahoma,74135-3701,United States,null,(918) 496-3323,https://www.redlobster.com/,36.0903428,-95.9252016,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
2018,Seafood Watch,Red Lobster,102 E. Hall Of Fame Ave.,Stillwater,Oklahoma,74075-5424,United States,null,4053728970,https://www.redlobster.com/,36.1272377,-97.0582889,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
2018,Seafood Watch,Red Lobster,302 N Interstate Drive,Norman,Oklahoma,73072-4734,United States,null,4053646724,https://www.redlobster.com/,35.2210223,-97.4866173,Restaurant Partner,11/15/18 0:00,6/19/18 22:04,6/19/18 22:04
